Narrativa_IA;Mês;Nome Grupo;cc_nome;Realizado
Em Set, o grupo '( - ) DESPESAS ADMINISTRATIVAS' registrou um valor de -R$ 72 referente ao item 'MATERIAL DE ESCRITORIO'.;Set;( - ) DESPESAS ADMINISTRATIVAS;MATERIAL DE ESCRITORIO;-R$ 72
Em Mar, o grupo '( - ) DESPESAS ADMINISTRATIVAS' registrou um valor de -R$ 340 referente ao item 'MATERIAL DE ESCRITORIO'.;Mar;( - ) DESPESAS ADMINISTRATIVAS;MATERIAL DE ESCRITORIO;-R$ 340
Em Mai, o grupo '( - ) DESPESAS ADMINISTRATIVAS' registrou um valor de -R$ 432 referente ao item 'MATERIAL DE ESCRITORIO'.;Mai;( - ) DESPESAS ADMINISTRATIVAS;MATERIAL DE ESCRITORIO;-R$ 432
Em Dez, o grupo '( - ) DESPESAS ADMINISTRATIVAS' registrou um valor de -R$ 452 referente ao item 'MATERIAL DE ESCRITORIO'.;Dez;( - ) DESPESAS ADMINISTRATIVAS;MATERIAL DE ESCRITORIO;-R$ 452
Em Nov, o grupo '( - ) DESPESAS ADMINISTRATIVAS' registrou um valor de -R$ 455 referente ao item 'MATERIAL DE ESCRITORIO'.;Nov;( - ) DESPESAS ADMINISTRATIVAS;MATERIAL DE ESCRITORIO;-R$ 455
Em Jan, o grupo '( - ) DESPESAS ADMINISTRATIVAS' registrou um valor de -R$ 508 referente ao item 'MATERIAL DE ESCRITORIO'.;Jan;( - ) DESPESAS ADMINISTRATIVAS;MATERIAL DE ESCRITORIO;-R$ 508
Em Fev, o grupo '( - ) DESPESAS ADMINISTRATIVAS' registrou um valor de -R$ 597 referente ao item 'MATERIAL DE ESCRITORIO'.;Fev;( - ) DESPESAS ADMINISTRATIVAS;MATERIAL DE ESCRITORIO;-R$ 597
Em Jul, o grupo '( - ) DESPESAS ADMINISTRATIVAS' registrou um valor de -R$ 908 referente ao item 'MATERIAL DE ESCRITORIO'.;Jul;( - ) DESPESAS ADMINISTRATIVAS;MATERIAL DE ESCRITORIO;-R$ 908
Em Out, o grupo '( - ) DESPESAS ADMINISTRATIVAS' registrou um valor de -R$ 1.000 referente ao item 'MATERIAL DE ESCRITORIO'.;Out;( - ) DESPESAS ADMINISTRATIVAS;MATERIAL DE ESCRITORIO;-R$ 1.000
Em Jun, o grupo '( - ) DESPESAS ADMINISTRATIVAS' registrou um valor de -R$ 1.365 referente ao item 'MATERIAL DE ESCRITORIO'.;Jun;( - ) DESPESAS ADMINISTRATIVAS;MATERIAL DE ESCRITORIO;-R$ 1.365
Em Abr, o grupo '( - ) DESPESAS ADMINISTRATIVAS' registrou um valor de -R$ 1.410 referente ao item 'MATERIAL DE ESCRITORIO'.;Abr;( - ) DESPESAS ADMINISTRATIVAS;MATERIAL DE ESCRITORIO;-R$ 1.410
Em Ago, o grupo '( - ) DESPESAS ADMINISTRATIVAS' registrou um valor de -R$ 2.310 referente ao item 'MATERIAL DE ESCRITORIO'.;Ago;( - ) DESPESAS ADMINISTRATIVAS;MATERIAL DE ESCRITORIO;-R$ 2.310
Em Out, o grupo '( - ) CUSTOS VARIÁVEIS' registrou um valor de -R$ 25 referente ao item 'MATERIAIS DE USO E CONSUMO'.;Out;( - ) CUSTOS VARIÁVEIS;MATERIAIS DE USO E CONSUMO;-R$ 25
Em Fev, o grupo '( - ) CUSTOS VARIÁVEIS' registrou um valor de -R$ 38 referente ao item 'MATERIAIS DE USO E CONSUMO'.;Fev;( - ) CUSTOS VARIÁVEIS;MATERIAIS DE USO E CONSUMO;-R$ 38
Em Ago, o grupo '( - ) CUSTOS VARIÁVEIS' registrou um valor de -R$ 41 referente ao item 'MATERIAIS DE USO E CONSUMO'.;Ago;( - ) CUSTOS VARIÁVEIS;MATERIAIS DE USO E CONSUMO;-R$ 41
Em Mai, o grupo '( - ) CUSTOS VARIÁVEIS' registrou um valor de -R$ 63 referente ao item 'MATERIAIS DE USO E CONSUMO'.;Mai;( - ) CUSTOS VARIÁVEIS;MATERIAIS DE USO E CONSUMO;-R$ 63
Em Jun, o grupo '( - ) CUSTOS VARIÁVEIS' registrou um valor de -R$ 63 referente ao item 'MATERIAIS DE USO E CONSUMO'.;Jun;( - ) CUSTOS VARIÁVEIS;MATERIAIS DE USO E CONSUMO;-R$ 63
Em Dez, o grupo '( - ) CUSTOS VARIÁVEIS' registrou um valor de -R$ 118 referente ao item 'MATERIAIS DE USO E CONSUMO'.;Dez;( - ) CUSTOS VARIÁVEIS;MATERIAIS DE USO E CONSUMO;-R$ 118
Em Abr, o grupo '( - ) CUSTOS VARIÁVEIS' registrou um valor de -R$ 14 referente ao item 'MATERIAIS DE LIMPEZA / HIGIENE'.;Abr;( - ) CUSTOS VARIÁVEIS;MATERIAIS DE LIMPEZA / HIGIENE;-R$ 14
Em Jun, o grupo '( - ) CUSTOS VARIÁVEIS' registrou um valor de -R$ 24 referente ao item 'MATERIAIS DE LIMPEZA / HIGIENE'.;Jun;( - ) CUSTOS VARIÁVEIS;MATERIAIS DE LIMPEZA / HIGIENE;-R$ 24
Em Ago, o grupo '( - ) CUSTOS VARIÁVEIS' registrou um valor de -R$ 33 referente ao item 'MATERIAIS DE LIMPEZA / HIGIENE'.;Ago;( - ) CUSTOS VARIÁVEIS;MATERIAIS DE LIMPEZA / HIGIENE;-R$ 33
Em Jul, o grupo '( - ) CUSTOS VARIÁVEIS' registrou um valor de -R$ 118 referente ao item 'MATERIAIS DE LIMPEZA / HIGIENE'.;Jul;( - ) CUSTOS VARIÁVEIS;MATERIAIS DE LIMPEZA / HIGIENE;-R$ 118
Em Mai, o grupo '( - ) CUSTOS VARIÁVEIS' registrou um valor de -R$ 200 referente ao item 'MATERIAIS DE LIMPEZA / HIGIENE'.;Mai;( - ) CUSTOS VARIÁVEIS;MATERIAIS DE LIMPEZA / HIGIENE;-R$ 200
Em Nov, o grupo '( - ) CUSTOS VARIÁVEIS' registrou um valor de -R$ 726 referente ao item 'MATERIAIS DE LIMPEZA / HIGIENE'.;Nov;( - ) CUSTOS VARIÁVEIS;MATERIAIS DE LIMPEZA / HIGIENE;-R$ 726
Em Set, o grupo '( - ) CUSTOS VARIÁVEIS' registrou um valor de -R$ 220 referente ao item 'LOCACAO DE MAQUINAS EQUIPAMENTOS'.;Set;( - ) CUSTOS VARIÁVEIS;LOCACAO DE MAQUINAS EQUIPAMENTOS;-R$ 220
Em Ago, o grupo '( - ) CUSTOS VARIÁVEIS' registrou um valor de -R$ 550 referente ao item 'LOCACAO DE MAQUINAS EQUIPAMENTOS'.;Ago;( - ) CUSTOS VARIÁVEIS;LOCACAO DE MAQUINAS EQUIPAMENTOS;-R$ 550
Em Fev, o grupo '( - ) UTILIDADES E SERVIÇOS' registrou um valor de -R$ 250 referente ao item 'AR CONDICIONADO'.;Fev;( - ) UTILIDADES E SERVIÇOS;AR CONDICIONADO;-R$ 250
Em Abr, o grupo '( - ) UTILIDADES E SERVIÇOS' registrou um valor de -R$ 300 referente ao item 'AR CONDICIONADO'.;Abr;( - ) UTILIDADES E SERVIÇOS;AR CONDICIONADO;-R$ 300
Em Mai, o grupo '( - ) UTILIDADES E SERVIÇOS' registrou um valor de -R$ 300 referente ao item 'AR CONDICIONADO'.;Mai;( - ) UTILIDADES E SERVIÇOS;AR CONDICIONADO;-R$ 300
Em Mar, o grupo '( - ) UTILIDADES E SERVIÇOS' registrou um valor de -R$ 320 referente ao item 'AR CONDICIONADO'.;Mar;( - ) UTILIDADES E SERVIÇOS;AR CONDICIONADO;-R$ 320
Em Dez, o grupo '( - ) DESPESAS ADMINISTRATIVAS' registrou um valor de -R$ 137 referente ao item 'DEPESAS VIAGEM/HOSPEDAGEM/ALIMENTAÇÃO'.;Dez;( - ) DESPESAS ADMINISTRATIVAS;DEPESAS VIAGEM/HOSPEDAGEM/ALIMENTAÇÃO;-R$ 137
Em Ago, o grupo '( - ) DESPESAS ADMINISTRATIVAS' registrou um valor de -R$ 358 referente ao item 'DEPESAS VIAGEM/HOSPEDAGEM/ALIMENTAÇÃO'.;Ago;( - ) DESPESAS ADMINISTRATIVAS;DEPESAS VIAGEM/HOSPEDAGEM/ALIMENTAÇÃO;-R$ 358
Em Set, o grupo '( - ) DESPESAS ADMINISTRATIVAS' registrou um valor de -R$ 358 referente ao item 'DEPESAS VIAGEM/HOSPEDAGEM/ALIMENTAÇÃO'.;Set;( - ) DESPESAS ADMINISTRATIVAS;DEPESAS VIAGEM/HOSPEDAGEM/ALIMENTAÇÃO;-R$ 358
Em Nov, o grupo '( - ) DESPESAS ADMINISTRATIVAS' registrou um valor de -R$ 684 referente ao item 'DEPESAS VIAGEM/HOSPEDAGEM/ALIMENTAÇÃO'.;Nov;( - ) DESPESAS ADMINISTRATIVAS;DEPESAS VIAGEM/HOSPEDAGEM/ALIMENTAÇÃO;-R$ 684
Em Jul, o grupo '( - ) DESPESAS ADMINISTRATIVAS' registrou um valor de -R$ 1.074 referente ao item 'DEPESAS VIAGEM/HOSPEDAGEM/ALIMENTAÇÃO'.;Jul;( - ) DESPESAS ADMINISTRATIVAS;DEPESAS VIAGEM/HOSPEDAGEM/ALIMENTAÇÃO;-R$ 1.074
Em Out, o grupo '( - ) DESPESAS ADMINISTRATIVAS' registrou um valor de -R$ 4.416 referente ao item 'DEPESAS VIAGEM/HOSPEDAGEM/ALIMENTAÇÃO'.;Out;( - ) DESPESAS ADMINISTRATIVAS;DEPESAS VIAGEM/HOSPEDAGEM/ALIMENTAÇÃO;-R$ 4.416
Em Mar, o grupo '( - ) CUSTOS VARIÁVEIS' registrou um valor de -R$ 240 referente ao item 'SERVIÇOS DE LIMPEZA'.;Mar;( - ) CUSTOS VARIÁVEIS;SERVIÇOS DE LIMPEZA;-R$ 240
Em Abr, o grupo '( - ) CUSTOS VARIÁVEIS' registrou um valor de -R$ 360 referente ao item 'SERVIÇOS DE LIMPEZA'.;Abr;( - ) CUSTOS VARIÁVEIS;SERVIÇOS DE LIMPEZA;-R$ 360
Em Fev, o grupo '( - ) CUSTOS VARIÁVEIS' registrou um valor de -R$ 10.000 referente ao item 'SERVIÇOS DE LIMPEZA'.;Fev;( - ) CUSTOS VARIÁVEIS;SERVIÇOS DE LIMPEZA;-R$ 10.000
Em Out, o grupo '( - ) SERVIÇOS DE TERCEIROS' registrou um valor de -R$ 1.800 referente ao item 'HONORÁRIOS ADVOCATICIOS'.;Out;( - ) SERVIÇOS DE TERCEIROS;HONORÁRIOS ADVOCATICIOS;-R$ 1.800
Em Dez, o grupo '( - ) SERVIÇOS DE TERCEIROS' registrou um valor de -R$ 1.800 referente ao item 'HONORÁRIOS ADVOCATICIOS'.;Dez;( - ) SERVIÇOS DE TERCEIROS;HONORÁRIOS ADVOCATICIOS;-R$ 1.800
Em Nov, o grupo '( - ) SERVIÇOS DE TERCEIROS' registrou um valor de -R$ 1.800 referente ao item 'HONORÁRIOS ADVOCATICIOS'.;Nov;( - ) SERVIÇOS DE TERCEIROS;HONORÁRIOS ADVOCATICIOS;-R$ 1.800
Em Jun, o grupo '( - ) SERVIÇOS DE TERCEIROS' registrou um valor de -R$ 1.800 referente ao item 'HONORÁRIOS ADVOCATICIOS'.;Jun;( - ) SERVIÇOS DE TERCEIROS;HONORÁRIOS ADVOCATICIOS;-R$ 1.800
Em Mai, o grupo '( - ) SERVIÇOS DE TERCEIROS' registrou um valor de -R$ 1.800 referente ao item 'HONORÁRIOS ADVOCATICIOS'.;Mai;( - ) SERVIÇOS DE TERCEIROS;HONORÁRIOS ADVOCATICIOS;-R$ 1.800
Em Set, o grupo '( - ) SERVIÇOS DE TERCEIROS' registrou um valor de -R$ 1.800 referente ao item 'HONORÁRIOS ADVOCATICIOS'.;Set;( - ) SERVIÇOS DE TERCEIROS;HONORÁRIOS ADVOCATICIOS;-R$ 1.800
Em Abr, o grupo '( - ) SERVIÇOS DE TERCEIROS' registrou um valor de -R$ 1.501 referente ao item 'SISTEMAS E SOFTWARES'.;Abr;( - ) SERVIÇOS DE TERCEIROS;SISTEMAS E SOFTWARES;-R$ 1.501
Em Mai, o grupo '( - ) SERVIÇOS DE TERCEIROS' registrou um valor de -R$ 2.083 referente ao item 'SISTEMAS E SOFTWARES'.;Mai;( - ) SERVIÇOS DE TERCEIROS;SISTEMAS E SOFTWARES;-R$ 2.083
Em Mar, o grupo '( - ) SERVIÇOS DE TERCEIROS' registrou um valor de -R$ 2.302 referente ao item 'SISTEMAS E SOFTWARES'.;Mar;( - ) SERVIÇOS DE TERCEIROS;SISTEMAS E SOFTWARES;-R$ 2.302
Em Nov, o grupo '( - ) SERVIÇOS DE TERCEIROS' registrou um valor de -R$ 2.602 referente ao item 'SISTEMAS E SOFTWARES'.;Nov;( - ) SERVIÇOS DE TERCEIROS;SISTEMAS E SOFTWARES;-R$ 2.602
Em Out, o grupo '( - ) SERVIÇOS DE TERCEIROS' registrou um valor de -R$ 4.266 referente ao item 'SISTEMAS E SOFTWARES'.;Out;( - ) SERVIÇOS DE TERCEIROS;SISTEMAS E SOFTWARES;-R$ 4.266
Em Jul, o grupo '( - ) SERVIÇOS DE TERCEIROS' registrou um valor de -R$ 5.412 referente ao item 'SISTEMAS E SOFTWARES'.;Jul;( - ) SERVIÇOS DE TERCEIROS;SISTEMAS E SOFTWARES;-R$ 5.412
Em Ago, o grupo '( - ) SERVIÇOS DE TERCEIROS' registrou um valor de -R$ 5.790 referente ao item 'SISTEMAS E SOFTWARES'.;Ago;( - ) SERVIÇOS DE TERCEIROS;SISTEMAS E SOFTWARES;-R$ 5.790
Em Set, o grupo '( - ) SERVIÇOS DE TERCEIROS' registrou um valor de -R$ 5.871 referente ao item 'SISTEMAS E SOFTWARES'.;Set;( - ) SERVIÇOS DE TERCEIROS;SISTEMAS E SOFTWARES;-R$ 5.871
Em Dez, o grupo '( - ) SERVIÇOS DE TERCEIROS' registrou um valor de -R$ 7.355 referente ao item 'SISTEMAS E SOFTWARES'.;Dez;( - ) SERVIÇOS DE TERCEIROS;SISTEMAS E SOFTWARES;-R$ 7.355
Em Jun, o grupo '( - ) SERVIÇOS DE TERCEIROS' registrou um valor de -R$ 9.950 referente ao item 'SISTEMAS E SOFTWARES'.;Jun;( - ) SERVIÇOS DE TERCEIROS;SISTEMAS E SOFTWARES;-R$ 9.950
Em Jul, o grupo '( - ) SERVIÇOS DE TERCEIROS' registrou um valor de -R$ 100 referente ao item 'SERVIÇOS DE MONITORAMENTO E SEGURANÇA'.;Jul;( - ) SERVIÇOS DE TERCEIROS;SERVIÇOS DE MONITORAMENTO E SEGURANÇA;-R$ 100
Em Mar, o grupo '( - ) SERVIÇOS DE TERCEIROS' registrou um valor de -R$ 156 referente ao item 'SERVIÇOS DE MONITORAMENTO E SEGURANÇA'.;Mar;( - ) SERVIÇOS DE TERCEIROS;SERVIÇOS DE MONITORAMENTO E SEGURANÇA;-R$ 156
Em Abr, o grupo '( - ) SERVIÇOS DE TERCEIROS' registrou um valor de -R$ 157 referente ao item 'SERVIÇOS DE MONITORAMENTO E SEGURANÇA'.;Abr;( - ) SERVIÇOS DE TERCEIROS;SERVIÇOS DE MONITORAMENTO E SEGURANÇA;-R$ 157
Em Fev, o grupo '( - ) SERVIÇOS DE TERCEIROS' registrou um valor de -R$ 280 referente ao item 'SERVIÇOS DE MONITORAMENTO E SEGURANÇA'.;Fev;( - ) SERVIÇOS DE TERCEIROS;SERVIÇOS DE MONITORAMENTO E SEGURANÇA;-R$ 280
Em Mai, o grupo '( - ) SERVIÇOS DE TERCEIROS' registrou um valor de -R$ 2.500 referente ao item 'CONSULTORIA FINANCEIRA'.;Mai;( - ) SERVIÇOS DE TERCEIROS;CONSULTORIA FINANCEIRA;-R$ 2.500
Em Jan, o grupo '( - ) SERVIÇOS DE TERCEIROS' registrou um valor de -R$ 2.500 referente ao item 'CONSULTORIA FINANCEIRA'.;Jan;( - ) SERVIÇOS DE TERCEIROS;CONSULTORIA FINANCEIRA;-R$ 2.500
Em Fev, o grupo '( - ) SERVIÇOS DE TERCEIROS' registrou um valor de -R$ 2.500 referente ao item 'CONSULTORIA FINANCEIRA'.;Fev;( - ) SERVIÇOS DE TERCEIROS;CONSULTORIA FINANCEIRA;-R$ 2.500
Em Mar, o grupo '( - ) SERVIÇOS DE TERCEIROS' registrou um valor de -R$ 2.500 referente ao item 'CONSULTORIA FINANCEIRA'.;Mar;( - ) SERVIÇOS DE TERCEIROS;CONSULTORIA FINANCEIRA;-R$ 2.500
Em Dez, o grupo '( - ) SERVIÇOS DE TERCEIROS' registrou um valor de -R$ 198.000 referente ao item 'CONSULTORIA FINANCEIRA'.;Dez;( - ) SERVIÇOS DE TERCEIROS;CONSULTORIA FINANCEIRA;-R$ 198.000
Em Fev, o grupo '( - ) CUSTOS VARIÁVEIS' registrou um valor de -R$ 10 referente ao item 'FRETES E ESTACIONAMENTO'.;Fev;( - ) CUSTOS VARIÁVEIS;FRETES E ESTACIONAMENTO;-R$ 10
Em Abr, o grupo '( - ) CUSTOS VARIÁVEIS' registrou um valor de -R$ 44 referente ao item 'FRETES E ESTACIONAMENTO'.;Abr;( - ) CUSTOS VARIÁVEIS;FRETES E ESTACIONAMENTO;-R$ 44
Em Mai, o grupo '( - ) CUSTOS VARIÁVEIS' registrou um valor de -R$ 49 referente ao item 'FRETES E ESTACIONAMENTO'.;Mai;( - ) CUSTOS VARIÁVEIS;FRETES E ESTACIONAMENTO;-R$ 49
Em Jan, o grupo '( - ) CUSTOS VARIÁVEIS' registrou um valor de -R$ 69 referente ao item 'FRETES E ESTACIONAMENTO'.;Jan;( - ) CUSTOS VARIÁVEIS;FRETES E ESTACIONAMENTO;-R$ 69
Em Set, o grupo '( - ) CUSTOS VARIÁVEIS' registrou um valor de -R$ 197 referente ao item 'FRETES E ESTACIONAMENTO'.;Set;( - ) CUSTOS VARIÁVEIS;FRETES E ESTACIONAMENTO;-R$ 197
Em Jul, o grupo '( - ) CUSTOS VARIÁVEIS' registrou um valor de -R$ 291 referente ao item 'FRETES E ESTACIONAMENTO'.;Jul;( - ) CUSTOS VARIÁVEIS;FRETES E ESTACIONAMENTO;-R$ 291
Em Out, o grupo '( - ) CUSTOS VARIÁVEIS' registrou um valor de -R$ 300 referente ao item 'FRETES E ESTACIONAMENTO'.;Out;( - ) CUSTOS VARIÁVEIS;FRETES E ESTACIONAMENTO;-R$ 300
Em Ago, o grupo '( - ) CUSTOS VARIÁVEIS' registrou um valor de -R$ 516 referente ao item 'FRETES E ESTACIONAMENTO'.;Ago;( - ) CUSTOS VARIÁVEIS;FRETES E ESTACIONAMENTO;-R$ 516
Em Ago, o grupo '( - ) SERVIÇOS DE TERCEIROS' registrou um valor de -R$ 11 referente ao item 'SERVICOS TERCEIROS PF/PJ'.;Ago;( - ) SERVIÇOS DE TERCEIROS;SERVICOS TERCEIROS PF/PJ;-R$ 11
Em Jan, o grupo '( - ) SERVIÇOS DE TERCEIROS' registrou um valor de -R$ 1.976 referente ao item 'SERVICOS TERCEIROS PF/PJ'.;Jan;( - ) SERVIÇOS DE TERCEIROS;SERVICOS TERCEIROS PF/PJ;-R$ 1.976
Em Abr, o grupo '( - ) SERVIÇOS DE TERCEIROS' registrou um valor de -R$ 1.976 referente ao item 'SERVICOS TERCEIROS PF/PJ'.;Abr;( - ) SERVIÇOS DE TERCEIROS;SERVICOS TERCEIROS PF/PJ;-R$ 1.976
Em Mar, o grupo '( - ) SERVIÇOS DE TERCEIROS' registrou um valor de -R$ 2.056 referente ao item 'SERVICOS TERCEIROS PF/PJ'.;Mar;( - ) SERVIÇOS DE TERCEIROS;SERVICOS TERCEIROS PF/PJ;-R$ 2.056
Em Fev, o grupo '( - ) SERVIÇOS DE TERCEIROS' registrou um valor de -R$ 2.276 referente ao item 'SERVICOS TERCEIROS PF/PJ'.;Fev;( - ) SERVIÇOS DE TERCEIROS;SERVICOS TERCEIROS PF/PJ;-R$ 2.276
Em Dez, o grupo '( - ) SERVIÇOS DE TERCEIROS' registrou um valor de -R$ 4.500 referente ao item 'SERVICOS TERCEIROS PF/PJ'.;Dez;( - ) SERVIÇOS DE TERCEIROS;SERVICOS TERCEIROS PF/PJ;-R$ 4.500
Em Jul, o grupo '( - ) SERVIÇOS DE TERCEIROS' registrou um valor de -R$ 4.600 referente ao item 'SERVICOS TERCEIROS PF/PJ'.;Jul;( - ) SERVIÇOS DE TERCEIROS;SERVICOS TERCEIROS PF/PJ;-R$ 4.600
Em Set, o grupo '( - ) SERVIÇOS DE TERCEIROS' registrou um valor de -R$ 6.329 referente ao item 'SERVICOS TERCEIROS PF/PJ'.;Set;( - ) SERVIÇOS DE TERCEIROS;SERVICOS TERCEIROS PF/PJ;-R$ 6.329
Em Nov, o grupo '( - ) SERVIÇOS DE TERCEIROS' registrou um valor de -R$ 12.250 referente ao item 'SERVICOS TERCEIROS PF/PJ'.;Nov;( - ) SERVIÇOS DE TERCEIROS;SERVICOS TERCEIROS PF/PJ;-R$ 12.250
Em Dez, o grupo 'nan' registrou um valor de -R$ 3.750 referente ao item 'CONSULTORIA EXPASAO'.;Dez;;CONSULTORIA EXPASAO;-R$ 3.750
Em Out, o grupo 'nan' registrou um valor de -R$ 3.750 referente ao item 'CONSULTORIA EXPASAO'.;Out;;CONSULTORIA EXPASAO;-R$ 3.750
Em Set, o grupo 'nan' registrou um valor de -R$ 3.750 referente ao item 'CONSULTORIA EXPASAO'.;Set;;CONSULTORIA EXPASAO;-R$ 3.750
Em Abr, o grupo 'nan' registrou um valor de -R$ 3.750 referente ao item 'CONSULTORIA EXPASAO'.;Abr;;CONSULTORIA EXPASAO;-R$ 3.750
Em Nov, o grupo 'nan' registrou um valor de -R$ 3.750 referente ao item 'CONSULTORIA EXPASAO'.;Nov;;CONSULTORIA EXPASAO;-R$ 3.750
Em Mar, o grupo 'nan' registrou um valor de -R$ 3.750 referente ao item 'CONSULTORIA EXPASAO'.;Mar;;CONSULTORIA EXPASAO;-R$ 3.750
Em Ago, o grupo 'nan' registrou um valor de -R$ 3.750 referente ao item 'CONSULTORIA EXPASAO'.;Ago;;CONSULTORIA EXPASAO;-R$ 3.750
Em Jul, o grupo 'nan' registrou um valor de -R$ 3.750 referente ao item 'CONSULTORIA EXPASAO'.;Jul;;CONSULTORIA EXPASAO;-R$ 3.750
Em Mai, o grupo 'nan' registrou um valor de -R$ 4.700 referente ao item 'CONSULTORIA EXPASAO'.;Mai;;CONSULTORIA EXPASAO;-R$ 4.700
Em Jun, o grupo 'nan' registrou um valor de -R$ 8.450 referente ao item 'CONSULTORIA EXPASAO'.;Jun;;CONSULTORIA EXPASAO;-R$ 8.450
Em Fev, o grupo '( - ) DESPESAS ADMINISTRATIVAS' registrou um valor de -R$ 271 referente ao item 'ASSINATURAS E ANUIDADES'.;Fev;( - ) DESPESAS ADMINISTRATIVAS;ASSINATURAS E ANUIDADES;-R$ 271
Em Mar, o grupo '( - ) DESPESAS ADMINISTRATIVAS' registrou um valor de -R$ 277 referente ao item 'ASSINATURAS E ANUIDADES'.;Mar;( - ) DESPESAS ADMINISTRATIVAS;ASSINATURAS E ANUIDADES;-R$ 277
Em Abr, o grupo '( - ) DESPESAS ADMINISTRATIVAS' registrou um valor de -R$ 373 referente ao item 'ASSINATURAS E ANUIDADES'.;Abr;( - ) DESPESAS ADMINISTRATIVAS;ASSINATURAS E ANUIDADES;-R$ 373
Em Mai, o grupo '( - ) DESPESAS ADMINISTRATIVAS' registrou um valor de -R$ 634 referente ao item 'ASSINATURAS E ANUIDADES'.;Mai;( - ) DESPESAS ADMINISTRATIVAS;ASSINATURAS E ANUIDADES;-R$ 634
Em Ago, o grupo '( - ) DESPESAS ADMINISTRATIVAS' registrou um valor de -R$ 926 referente ao item 'ASSINATURAS E ANUIDADES'.;Ago;( - ) DESPESAS ADMINISTRATIVAS;ASSINATURAS E ANUIDADES;-R$ 926
Em Dez, o grupo '( - ) DESPESAS ADMINISTRATIVAS' registrou um valor de -R$ 1.144 referente ao item 'ASSINATURAS E ANUIDADES'.;Dez;( - ) DESPESAS ADMINISTRATIVAS;ASSINATURAS E ANUIDADES;-R$ 1.144
Em Jun, o grupo '( - ) DESPESAS ADMINISTRATIVAS' registrou um valor de -R$ 2.630 referente ao item 'ASSINATURAS E ANUIDADES'.;Jun;( - ) DESPESAS ADMINISTRATIVAS;ASSINATURAS E ANUIDADES;-R$ 2.630
Em Jul, o grupo '( - ) DESPESAS ADMINISTRATIVAS' registrou um valor de -R$ 3.398 referente ao item 'ASSINATURAS E ANUIDADES'.;Jul;( - ) DESPESAS ADMINISTRATIVAS;ASSINATURAS E ANUIDADES;-R$ 3.398
Em Set, o grupo '( - ) DESPESAS ADMINISTRATIVAS' registrou um valor de -R$ 5.895 referente ao item 'ASSINATURAS E ANUIDADES'.;Set;( - ) DESPESAS ADMINISTRATIVAS;ASSINATURAS E ANUIDADES;-R$ 5.895
Em Out, o grupo '( - ) DESPESAS ADMINISTRATIVAS' registrou um valor de -R$ 7.117 referente ao item 'ASSINATURAS E ANUIDADES'.;Out;( - ) DESPESAS ADMINISTRATIVAS;ASSINATURAS E ANUIDADES;-R$ 7.117
Em Nov, o grupo '( - ) DESPESAS ADMINISTRATIVAS' registrou um valor de -R$ 7.322 referente ao item 'ASSINATURAS E ANUIDADES'.;Nov;( - ) DESPESAS ADMINISTRATIVAS;ASSINATURAS E ANUIDADES;-R$ 7.322
Em Fev, o grupo '( - ) DESPESAS ADMINISTRATIVAS' registrou um valor de -R$ 179 referente ao item 'BENS DE PEQUENO VALOR'.;Fev;( - ) DESPESAS ADMINISTRATIVAS;BENS DE PEQUENO VALOR;-R$ 179
Em Mar, o grupo '( - ) DESPESAS ADMINISTRATIVAS' registrou um valor de -R$ 1.236 referente ao item 'BENS DE PEQUENO VALOR'.;Mar;( - ) DESPESAS ADMINISTRATIVAS;BENS DE PEQUENO VALOR;-R$ 1.236
Em Mar, o grupo '( - ) DESPESAS ADMINISTRATIVAS' registrou um valor de -R$ 71 referente ao item 'DESPESAS COM UBER/POP/INDRIVER'.;Mar;( - ) DESPESAS ADMINISTRATIVAS;DESPESAS COM UBER/POP/INDRIVER;-R$ 71
Em Set, o grupo '( - ) DESPESAS ADMINISTRATIVAS' registrou um valor de -R$ 145 referente ao item 'DESPESAS COM UBER/POP/INDRIVER'.;Set;( - ) DESPESAS ADMINISTRATIVAS;DESPESAS COM UBER/POP/INDRIVER;-R$ 145
Em Out, o grupo '( - ) DESPESAS ADMINISTRATIVAS' registrou um valor de -R$ 1.761 referente ao item 'DESPESAS COM UBER/POP/INDRIVER'.;Out;( - ) DESPESAS ADMINISTRATIVAS;DESPESAS COM UBER/POP/INDRIVER;-R$ 1.761
Em Nov, o grupo '( - ) DESPESAS ADMINISTRATIVAS' registrou um valor de -R$ 2.781 referente ao item 'DESPESAS COM UBER/POP/INDRIVER'.;Nov;( - ) DESPESAS ADMINISTRATIVAS;DESPESAS COM UBER/POP/INDRIVER;-R$ 2.781
Em Ago, o grupo '( - ) DESPESAS ADMINISTRATIVAS' registrou um valor de -R$ 3.051 referente ao item 'DESPESAS COM UBER/POP/INDRIVER'.;Ago;( - ) DESPESAS ADMINISTRATIVAS;DESPESAS COM UBER/POP/INDRIVER;-R$ 3.051
Em Jan, o grupo '( - ) DESPESAS ADMINISTRATIVAS' registrou um valor de -R$ 3.192 referente ao item 'DESPESAS COM UBER/POP/INDRIVER'.;Jan;( - ) DESPESAS ADMINISTRATIVAS;DESPESAS COM UBER/POP/INDRIVER;-R$ 3.192
Em Jul, o grupo '( - ) DESPESAS ADMINISTRATIVAS' registrou um valor de -R$ 3.501 referente ao item 'DESPESAS COM UBER/POP/INDRIVER'.;Jul;( - ) DESPESAS ADMINISTRATIVAS;DESPESAS COM UBER/POP/INDRIVER;-R$ 3.501
